AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,Age_of_building
3,2471,92,4.0,2.0,6,2,0,2,2,2,5,4.8,4.6,4.6,4.66,623176,119332,13259060,37
3,1303,147,1.0,1.0,3,0,1,1,2,2,3,3.4,4.3,3.6,3.75,305880,152940,8496660,30
3,1532,60,2.0,1.0,4,4,1,0,2,2,3,5.0,4.0,3.1,4.033333333333333,643461,254703,13405440,26
4,947,112,1.0,1.0,3,4,1,2,2,0,5,2.1,4.1,4.0,3.46,391922,87094,8709375,44
3,2271,46,4.0,2.0,6,1,0,0,2,2,5,3.9,4.2,3.1,3.67,571543,442485,18436880,30
4,1610,149,2.0,2.0,4,1,1,0,2,2,3,3.9,5.0,2.9,3.83,592308,141639,12876250,41
2,808,39,1.0,1.0,3,3,0,0,2,1,3,3.3,3.0,4.8,3.63,314954,95441,9544050,26
4,1626,73,2.0,2.0,4,4,1,2,1,1,5,3.5,3.7,2.6,3.2,322269,142178,9478500,41
3,1596,93,2.0,1.0,4,4,1,0,0,2,3,3.3,3.5,2.8,3.16,418567,162026,13502160,41
3,1653,27,2.0,1.0,4,3,1,2,2,2,4,4.7,3.5,4.1,4.1,460133,190787,11222760,21
6,1609,44,2.0,1.0,4,4,1,1,2,2,3,2.6,2.9,4.5,3.31,316426,86298,9588670,26
5,1503,64,1.0,1.0,4,2,1,0,0,0,3,4.0,4.6,2.6,3.52,575299,287650,17978100,53
2,1232,151,2.0,1.0,4,0,1,1,2,1,4,2.4,3.5,4.8,3.56,253020,121824,9371100,34
3,1838,157,3.0,2.0,5,0,0,1,2,2,3,5.0,2.4,3.0,3.42,462236,175650,9244720,32
6,1511,72,2.0,1.0,4,2,0,1,2,0,0,2.6,2.6,4.5,3.17,247987,127345,6702360,46
2,1072,182,1.0,1.0,3,1,1,0,2,2,3,3.4,3.6,2.4,3.18,425474,180504,12893150,40
0,1291,112,2.0,2.0,4,1,0,2,2,0,2,3.4,2.0,3.2,3.02,305053,20337,10168445,41
1,1771,37,1.0,1.0,4,2,0,1,0,2,3,2.1,4.7,4.6,3.75,322583,122359,11123540,60
2,709,129,1.0,1.0,2,1,1,2,1,0,5,4.0,3.0,4.7,3.81,251972,55994,9332280,52
5,1886,53,2.0,1.0,5,3,0,2,0,0,5,2.0,3.4,4.1,3.295,477899,262074,15416110,28
6,1540,20,2.0,1.0,4,3,1,1,2,2,2,3.6,2.6,3.6,3.15,310629,130791,8174460,66
1,1712,42,1.0,1.0,4,2,0,0,0,0,4,3.8,4.1,3.8,3.875,696159,348080,19337750,47
2,853,125,1.0,1.0,3,2,1,1,2,0,5,2.5,4.2,4.4,3.75,276423,148084,9872250,23
2,890,143,1.0,1.0,3,1,1,0,2,1,4,2.9,5.0,3.6,3.95,333281,126417,11492450,48
2,934,24,1.0,1.0,3,2,0,2,2,0,4,4.3,4.8,3.3,4.2,245019,96257,8750680,34
0,1113,33,1.0,1.0,3,3,1,2,2,2,0,2.8,3.8,5.0,4.1,295732,109843,8449490,19
0,1183,179,1.0,1.0,3,3,1,0,2,2,2,3.0,2.7,3.8,3.34,491621,28093,14046320,21
4,527,147,1.0,1.0,2,4,1,1,2,2,3,4.5,4.5,4.0,4.3,232796,62079,5173250,64
2,996,92,1.0,1.0,3,2,1,2,2,0,4,3.9,3.6,2.6,3.39,255609,29493,9831120,39
3,1730,2,2.0,1.0,4,3,1,1,2,2,4,4.3,3.0,3.4,3.55,404743,117163,10651140,23
6,1697,41,2.0,1.0,4,2,0,0,2,2,1,2.4,3.4,3.4,3.15,392670,228002,12666780,29
3,2260,101,4.0,2.0,6,1,0,1,2,0,5,5.0,3.0,3.5,3.8,375853,162870,12528440,39
1,1754,184,1.0,1.0,4,3,1,2,2,2,3,3.6,4.4,3.7,3.84,453248,93316,13330820,47
1,1633,154,1.0,1.0,4,2,1,0,2,2,4,3.4,4.5,2.4,3.275,752727,328112,19300690,24
2,914,18,1.0,1.0,3,3,0,1,2,2,5,3.9,4.7,2.7,3.86,269122,65242,8155200,47
3,2457,179,4.0,2.0,6,1,1,2,2,2,4,4.5,5.0,3.2,4.13,486749,194700,13907120,46
5,1946,135,2.0,1.0,5,2,0,0,2,0,4,3.6,3.8,4.4,4.01,656929,372260,21897640,21
0,713,39,1.0,1.0,2,3,0,2,2,2,4,2.7,4.9,3.2,3.39,237956,69084,7676000,39
2,1179,162,1.0,1.0,3,0,1,1,2,2,4,2.2,3.5,2.6,2.84,331459,110486,10044200,15
6,1770,138,2.0,1.0,4,4,0,1,1,2,3,4.1,3.3,2.5,3.26,264990,170962,8548080,44
6,1833,164,3.0,2.0,5,1,1,0,2,2,3,2.6,3.2,4.5,3.44,550942,188894,15741200,59
3,2335,19,4.0,2.0,6,3,0,2,2,0,3,4.7,4.9,3.3,4.2,577674,159782,12290940,29
0,1122,32,1.0,1.0,3,0,0,1,1,2,2,4.2,2.9,2.0,2.84,254941,82481,7498275,39
1,1866,137,2.0,1.0,5,3,1,2,0,1,4,4.4,4.7,2.1,3.555,374640,86455,14409230,31
4,1635,196,2.0,2.0,4,0,0,0,2,0,1,5.0,2.7,2.0,3.11,527387,161445,10763000,58
1,1514,6,1.0,1.0,4,2,0,2,0,1,5,4.0,3.9,2.6,3.415,349382,192762,12047650,36
0,1242,196,2.0,2.0,4,2,1,1,2,0,2,3.6,4.6,3.8,3.9,356382,65649,9378485,55
1,1861,1,2.0,1.0,5,2,1,1,2,1,3,2.3,5.0,4.5,3.855,372212,156089,12006850,45
3,1650,129,2.0,1.0,4,3,1,0,2,2,3,2.5,4.6,2.3,3.05,556852,271287,14278260,28
6,1802,64,3.0,2.0,5,4,0,1,1,0,1,2.3,2.7,3.6,2.87,248668,140912,8288940,27
6,1594,154,2.0,1.0,4,0,1,2,2,2,2,3.5,2.9,3.3,3.17,355147,118382,9865200,29
0,1217,189,2.0,2.0,4,4,0,0,1,2,4,3.7,2.5,3.0,3.11,496254,170144,14178675,21
3,1926,198,3.0,2.0,5,4,0,1,2,0,3,2.7,3.2,3.8,3.29,373918,118080,9839960,24
4,1143,49,1.0,1.0,3,0,1,1,2,1,1,2.8,3.0,4.9,3.7,232342,63366,5280500,51
2,1129,124,1.0,1.0,3,1,0,2,1,2,4,4.4,2.8,3.6,3.52,239588,82934,9214930,47
2,937,145,1.0,1.0,3,2,1,1,0,2,3,4.2,4.6,2.0,3.7,214395,123689,8245950,41
0,790,102,1.0,1.0,2,1,0,1,1,0,3,4.2,3.1,2.5,3.13,256547,43979,7329900,59
0,1215,199,2.0,2.0,4,3,0,0,2,0,5,3.9,2.1,2.3,2.74,543727,90621,15103540,53
2,976,64,1.0,1.0,3,2,1,0,2,2,3,4.6,4.7,2.2,3.8333333333333335,358311,71662,11943700,36
0,604,156,1.0,1.0,2,0,1,2,0,1,2,2.1,3.3,2.3,2.44,246580,94838,6322560,37
6,1672,194,2.0,1.0,4,4,0,2,0,0,5,2.4,2.0,3.3,2.49,414380,163571,10904740,36
3,2382,49,4.0,2.0,6,2,0,0,2,0,4,2.4,4.9,2.0,2.99,582166,418432,18192700,39
3,1324,85,1.0,1.0,3,3,1,1,2,2,4,4.5,2.8,3.9,3.75,322657,89627,8962700,42
4,1198,51,1.0,1.0,3,2,1,0,1,0,3,2.9,2.7,4.0,3.28,466356,116589,10599000,50
4,1347,41,2.0,2.0,4,2,0,2,1,0,4,3.3,2.3,3.9,3.24,405175,140571,8268875,44
6,1845,45,3.0,2.0,5,4,1,2,2,0,3,2.1,4.0,2.7,3.14,376053,170933,11395560,43
4,1569,66,2.0,2.0,4,1,0,1,0,0,3,4.0,4.5,2.7,3.63,334115,87925,8792500,27
5,1548,149,1.0,1.0,4,3,0,2,1,0,5,2.5,4.5,4.2,3.765,529978,79497,13249450,34
2,1143,105,1.0,1.0,3,3,1,2,2,1,3,5.0,5.0,2.5,4.25,307087,102362,9305660,19
2,1127,185,1.0,1.0,3,3,0,1,2,0,4,2.9,2.4,3.5,2.88,239151,73585,9198100,27
4,585,101,1.0,1.0,2,1,1,1,2,1,0,4.8,4.2,2.8,3.82,195338,42974,3906750,30
3,1823,69,3.0,2.0,5,4,0,2,2,0,4,3.5,4.0,4.9,4.21,376198,85988,10748500,36
3,1891,64,3.0,2.0,5,0,1,0,2,2,5,2.8,5.0,3.3,3.66,775789,202380,16864980,35
6,1781,103,2.0,1.0,4,0,0,1,2,0,1,4.6,4.0,3.6,4.03,310062,166957,7950320,72
3,2328,58,4.0,2.0,6,0,1,0,2,0,3,3.5,4.0,3.3,3.57,913666,466156,18646240,39
6,1958,154,3.0,2.0,5,4,0,2,2,0,1,4.2,4.3,4.2,4.25,341704,75934,9491790,56
4,977,39,1.0,1.0,3,4,0,0,2,2,1,2.8,2.4,2.7,2.64,354763,149000,7095250,29
0,797,74,1.0,1.0,2,1,1,1,1,1,4,4.2,4.0,4.4,4.26,239253,111651,7975085,56
2,700,66,1.0,1.0,2,3,1,1,0,1,3,3.6,3.5,3.9,3.65,223160,104606,6973750,28
4,1483,21,2.0,2.0,4,1,1,2,2,0,3,4.4,4.6,2.6,3.74,351133,190615,10032375,20
2,843,99,1.0,1.0,3,0,0,2,0,2,4,3.0,2.7,3.9,3.15,250013,125007,7812910,51
4,1464,185,2.0,2.0,4,4,1,2,2,0,2,4.1,4.6,3.5,4.01,431460,134831,8988750,19
0,858,149,1.0,1.0,3,2,1,1,2,2,5,2.6,4.4,4.4,3.86,315582,47815,9563095,30
3,1927,36,3.0,2.0,5,0,1,0,2,0,5,2.8,4.2,3.8,3.62,688403,229468,17651360,24
5,1664,90,1.0,1.0,4,0,0,2,2,0,4,2.1,4.8,4.2,3.72,416258,67138,13427680,30
0,1293,136,2.0,2.0,4,1,0,1,2,1,3,3.1,3.2,3.4,3.27,327754,45521,9104275,20
1,1681,93,1.0,1.0,4,3,0,0,1,1,4,3.0,3.0,2.7,2.88,677555,329621,18312300,23
2,1073,163,1.0,1.0,3,1,1,2,2,2,3,4.0,5.0,3.5,4.25,253785,29283,9760960,30
2,916,109,1.0,1.0,3,0,0,1,0,1,4,2.2,2.0,3.8,2.6,212274,87838,7319800,33
6,1617,18,2.0,1.0,4,0,0,0,2,0,0,4.8,2.5,5.0,3.83,389353,97338,12167290,44
3,2223,39,4.0,2.0,6,3,0,1,0,0,4,4.4,4.4,4.8,4.56,390709,260473,11839680,31
2,877,21,1.0,1.0,3,4,1,0,2,0,5,2.9,3.3,4.3,3.48,366588,63205,12640950,46
4,802,18,1.0,1.0,2,2,1,0,0,1,3,3.0,4.1,2.4,3.09,266305,187980,7832500,40
3,2057,131,3.0,2.0,5,3,1,1,2,2,4,2.5,2.7,4.6,3.4,364673,91168,11396020,38
1,1990,199,2.0,1.0,5,0,1,1,2,2,5,3.3,3.0,2.7,2.985,507533,268694,14927450,17
4,975,78,1.0,1.0,3,1,1,0,2,2,0,3.5,3.7,4.0,3.76,363484,123915,8261000,23
5,1519,115,1.0,1.0,4,2,1,0,2,1,5,3.3,4.8,4.7,4.266666666666667,654117,127189,18169910,56
4,1537,42,2.0,2.0,4,1,0,2,1,2,3,3.7,4.7,2.2,3.4,359860,147215,8178625,41
4,1502,164,2.0,2.0,4,0,1,2,2,1,1,3.3,3.4,2.4,2.97,273757,113509,6677000,56
0,1016,24,1.0,1.0,3,0,0,1,1,1,3,4.8,4.4,4.3,4.47,246464,91544,7041840,53
5,1502,64,1.0,1.0,4,3,0,1,2,1,3,2.1,5.0,2.7,3.095,320743,179239,9433610,51
4,1497,170,2.0,2.0,4,2,0,2,0,1,4,3.1,4.0,3.8,3.65,269441,146968,8164875,31
0,850,179,1.0,1.0,3,4,0,1,2,2,2,5.0,4.9,4.4,4.68,223553,52601,6575100,39
1,1940,163,2.0,1.0,5,2,0,2,0,0,4,2.3,3.7,3.4,3.09,411770,85194,14198960,58
4,1523,79,2.0,2.0,4,0,1,1,1,1,2,2.3,2.5,3.6,2.88,290483,165990,6916250,42
2,711,94,1.0,1.0,2,0,1,1,1,1,3,3.0,4.9,3.6,3.94,184282,101673,6354550,50
6,1671,62,2.0,1.0,4,1,0,1,2,2,0,4.3,2.2,4.3,3.36,286748,73525,7352510,41
2,1293,73,2.0,1.0,4,0,1,0,2,1,3,3.5,2.7,5.0,3.63,392498,168214,14017800,35
4,1615,106,2.0,2.0,4,1,1,0,1,2,2,2.6,4.9,3.3,3.57,565260,294918,12288250,39
6,1526,62,2.0,1.0,4,4,1,2,0,0,1,4.3,2.6,3.4,3.27,354564,90914,9091390,43
3,2296,170,4.0,2.0,6,2,1,2,0,0,5,4.6,3.2,2.3,3.26,487132,343858,14327400,29
1,1600,92,1.0,1.0,4,2,0,1,0,0,5,5.0,2.1,4.1,3.915,483649,235624,12401250,42
4,1122,115,1.0,1.0,3,2,0,2,1,2,5,3.7,3.6,4.0,3.79,304571,140571,7809500,35
2,821,79,1.0,1.0,3,1,0,2,2,1,3,4.9,4.0,4.0,4.27,166962,40071,6678470,53
6,1678,19,2.0,1.0,4,1,1,0,2,0,1,2.1,3.9,2.1,2.91,563649,303503,14452540,41
4,587,171,1.0,1.0,2,4,1,2,2,0,1,2.4,4.5,4.2,3.75,243701,67407,5185125,44
0,613,74,1.0,1.0,2,3,0,2,1,2,3,2.7,2.8,4.1,3.42,216772,12387,6193485,54
2,714,92,1.0,1.0,2,0,1,1,2,2,4,4.2,4.1,4.2,4.16,203624,32580,8144950,28
4,596,118,1.0,1.0,2,3,0,0,1,0,1,4.9,3.8,4.0,4.21,207576,138384,5766000,35
3,1804,75,3.0,2.0,5,4,1,2,2,0,3,2.8,2.2,2.7,2.58,376211,232366,11065040,24
4,1058,111,1.0,1.0,3,3,1,2,0,0,4,2.4,3.4,4.4,3.5,437808,100331,9121000,26
2,884,104,1.0,1.0,3,1,1,1,2,2,5,2.7,4.5,3.9,3.78,261060,67682,9668900,26
3,2321,18,4.0,2.0,6,3,0,1,0,0,3,3.9,3.4,3.8,3.71,440358,112912,11291220,38
4,1603,70,2.0,2.0,4,3,1,0,2,2,5,2.5,4.3,3.2,3.32,605333,281550,14077500,22
0,715,131,1.0,1.0,2,3,1,0,1,2,3,2.3,3.8,3.2,3.05,348864,95145,10571650,28
4,1397,118,2.0,2.0,4,4,1,0,2,2,1,4.9,4.4,4.5,4.59,444960,177984,9888000,62
1,1604,188,1.0,1.0,4,4,1,2,2,2,4,2.1,3.3,4.0,3.16,389564,246724,12985460,40
3,1533,195,2.0,1.0,4,3,0,0,2,2,4,2.5,2.5,2.5,2.5,513771,231197,12844280,39
1,1744,159,1.0,1.0,4,2,1,1,1,0,5,2.8,2.1,2.1,2.345,511785,138320,13832030,30
2,1097,132,1.0,1.0,3,4,0,1,0,0,4,4.2,2.5,2.2,2.92,228595,35168,8792100,41
2,748,93,1.0,1.0,2,1,0,0,0,0,4,4.7,4.3,2.9,4.0,311090,139454,10727250,47
0,847,191,1.0,1.0,3,4,0,1,0,1,1,2.8,2.1,4.8,3.66,157627,15763,5254245,41
5,1535,50,1.0,1.0,4,1,0,0,0,0,3,2.3,3.2,2.5,2.615,581244,108983,18163890,29
4,1558,200,2.0,2.0,4,1,0,1,0,2,2,4.0,4.6,3.5,3.98,239624,77525,7047750,58
6,1696,63,2.0,1.0,4,0,0,2,1,2,3,3.3,2.3,3.0,2.76,303203,142127,9475100,29
1,1868,157,2.0,1.0,5,4,1,2,1,1,3,4.8,3.0,2.1,3.27,367011,131075,13107540,33
4,591,8,1.0,1.0,2,4,0,2,0,0,3,2.5,4.2,3.5,3.41,175976,146647,5865875,24
1,1539,39,1.0,1.0,4,0,0,2,2,1,3,3.6,4.1,4.6,4.125,372621,164392,10959440,33
1,1594,18,1.0,1.0,4,0,1,1,2,0,5,2.8,3.7,2.8,3.025,490900,167940,12918430,56
2,1074,140,1.0,1.0,3,0,1,0,0,2,5,3.3,4.5,2.3,3.48,435516,168587,14048900,49
2,736,167,1.0,1.0,2,1,0,0,0,0,3,3.8,2.1,2.6,2.76,257920,82534,10316800,26
2,904,98,1.0,1.0,3,2,0,2,2,0,3,2.8,3.3,3.8,3.3,195796,31327,7831830,50
2,802,107,1.0,1.0,3,1,1,0,2,0,5,2.1,2.5,2.4,2.35,415077,207538,12971150,25
4,1445,111,2.0,2.0,4,2,0,0,2,1,1,4.3,4.9,2.7,3.84,307423,219588,8783500,52
6,1623,91,2.0,1.0,4,1,0,2,1,2,4,4.3,3.4,2.5,3.36,372476,206931,10346560,22
1,1978,193,2.0,1.0,5,3,1,1,2,2,4,2.9,4.6,2.6,3.205,401121,96822,13831750,46
4,1546,105,2.0,2.0,4,0,0,2,2,0,3,3.5,4.4,5.0,4.37,375323,158470,8340500,58
3,1896,182,3.0,2.0,5,4,0,2,2,2,4,3.2,3.3,4.3,3.6,460302,230151,10461400,28
3,1673,47,2.0,1.0,4,1,1,0,2,0,5,2.0,4.4,3.6,3.36,797727,341883,16280140,33
3,2334,153,4.0,2.0,6,2,0,0,0,2,3,3.7,3.1,3.4,3.4,836283,313606,17422560,24
2,1114,106,1.0,1.0,3,4,0,1,0,0,5,2.6,3.0,4.3,3.27,304085,101362,9214700,49
2,776,97,1.0,1.0,2,3,1,1,1,2,4,3.3,2.9,4.4,3.47,263602,24713,8237550,22
4,1675,185,2.0,2.0,4,1,1,2,0,2,4,4.6,3.7,3.6,3.93,359481,174294,10893375,20
5,1590,39,1.0,1.0,4,0,1,0,0,0,5,4.6,4.2,2.3,3.465,765428,161143,20142850,50
5,1639,76,1.0,1.0,4,4,0,0,2,0,5,4.0,4.3,4.5,4.3,591142,374390,19704720,17
6,1712,182,2.0,1.0,4,0,1,1,2,1,2,3.7,3.3,4.6,3.79,309236,65102,8137800,64
0,1118,145,1.0,1.0,3,3,1,1,2,1,3,2.6,3.2,3.3,3.07,275585,33404,8351070,51
0,792,93,1.0,1.0,2,4,0,0,0,2,2,4.5,2.0,2.5,3.0,361842,123788,9522150,28
0,1190,37,1.0,1.0,3,3,1,1,2,1,4,2.4,2.4,4.0,3.2,317885,48164,9632875,43
2,1243,77,2.0,1.0,4,1,0,1,2,2,4,3.6,4.2,2.1,3.39,284081,142040,9469350,34
1,1657,105,1.0,1.0,4,3,0,1,1,0,4,3.1,3.4,4.9,3.895,472532,157511,12116210,29
2,1008,84,1.0,1.0,3,4,0,2,2,0,5,2.6,4.4,4.6,3.92,233124,139874,9324960,45
6,1658,19,2.0,1.0,4,3,1,0,2,2,2,3.7,4.1,4.0,3.97,563446,183120,14086140,40
3,1381,127,2.0,1.0,4,4,0,0,2,0,5,3.3,3.5,3.3,3.36,625417,119761,13306740,23
4,929,14,1.0,1.0,3,0,0,0,1,2,2,3.2,4.4,3.5,3.68,361841,169373,7698750,22
2,1166,31,1.0,1.0,3,3,0,2,2,0,4,2.6,2.4,5.0,3.24,262422,171584,10093170,16
2,1239,75,2.0,1.0,4,1,0,2,2,0,3,2.1,4.7,4.8,3.95,255297,127649,9819130,48
2,1231,120,2.0,1.0,4,4,0,2,0,0,3,5.0,3.7,3.3,3.97,239824,163080,9592970,36
1,1973,49,2.0,1.0,5,4,0,1,1,1,5,2.3,3.1,2.8,2.7,475737,73190,12198380,50
3,2244,98,4.0,2.0,6,1,0,2,2,2,4,4.1,3.5,4.2,3.96,593093,160629,12356100,37
4,1577,113,2.0,2.0,4,2,1,2,2,1,0,3.3,2.1,4.3,3.34,287557,106998,6687375,34
5,1854,5,2.0,1.0,5,4,1,2,2,1,3,3.4,3.0,2.8,3.03,433973,242514,12763900,54
2,1109,60,1.0,1.0,3,1,0,2,1,2,5,3.4,2.6,3.9,3.23,302356,171335,10078530,28
3,1801,115,3.0,2.0,5,1,0,1,0,0,3,5.0,3.6,3.5,3.98,331070,165535,10345940,22
2,1257,35,2.0,1.0,4,4,0,0,2,0,4,2.2,4.4,2.5,3.17,426985,179058,13773700,51
4,531,41,1.0,1.0,2,4,0,2,1,1,3,4.2,2.5,3.0,3.21,154452,41438,3767125,49
4,1380,185,2.0,2.0,4,0,0,1,2,0,5,2.6,2.2,5.0,3.44,396739,198369,8624750,44
3,1758,14,2.0,1.0,4,2,0,1,2,2,3,3.9,4.2,2.7,3.51,292072,185864,8850660,30
1,1777,192,1.0,1.0,4,0,1,1,0,2,5,2.1,3.9,4.8,3.63,569512,113902,14237800,18
1,1943,108,2.0,1.0,5,3,0,2,2,2,4,3.4,3.2,2.4,2.95,380125,267495,14078710,39
6,1964,128,3.0,2.0,5,3,1,2,2,1,2,5.0,3.3,4.4,4.06,417532,139177,10705950,20
1,1777,139,1.0,1.0,4,1,1,2,1,0,3,2.4,4.8,3.5,3.44,452446,268640,14138950,48
1,1751,99,1.0,1.0,4,2,0,1,1,1,3,4.9,2.3,4.3,4.01,401345,116179,10561720,35
3,1573,76,2.0,1.0,4,2,0,1,2,2,5,3.2,3.0,2.3,2.78,373472,186736,9336800,37
3,1438,27,2.0,1.0,4,2,1,0,2,0,4,3.2,3.9,4.7,4.01,495012,261256,13750340,42
0,925,19,1.0,1.0,3,4,0,2,2,2,3,3.3,2.4,3.2,3.07,292021,82365,7487725,50
2,1280,78,2.0,1.0,4,2,0,2,0,2,5,2.4,3.6,2.7,2.97,278205,171203,10700200,28
0,947,151,1.0,1.0,3,1,1,1,1,1,4,2.0,4.4,2.0,2.48,321531,8931,8931410,31
5,1981,162,2.0,1.0,5,1,0,2,0,2,3,3.2,3.1,2.1,2.68,543029,139238,13923830,51
3,1554,169,2.0,1.0,4,2,0,1,2,0,4,4.5,4.2,4.7,4.49,377780,217224,9444500,30
6,1762,196,2.0,1.0,4,3,1,2,2,2,0,4.7,3.9,4.6,4.31,302593,142396,8899780,53
1,1835,52,2.0,1.0,5,3,0,1,2,1,5,2.2,4.6,3.2,3.2,453793,113448,12605360,37
3,1351,41,2.0,1.0,4,1,1,2,2,0,3,3.0,4.1,4.4,3.89,475908,128892,9914760,41
2,750,33,1.0,1.0,2,3,0,2,2,0,4,4.0,2.3,3.4,3.14,198869,111367,7954750,37
6,1598,7,2.0,1.0,4,0,0,0,1,0,3,3.1,2.1,4.1,2.95,405712,183225,13087480,64
6,1856,52,3.0,2.0,5,4,1,2,2,0,0,3.3,3.6,2.5,3.2,348925,188608,9430410,59
6,1584,11,2.0,1.0,4,1,0,1,2,1,4,2.3,2.4,3.7,2.77,261860,90014,8183130,64
0,852,68,1.0,1.0,3,4,0,0,1,2,0,3.9,4.6,2.8,3.49,317515,41778,8355660,37
4,1650,14,2.0,2.0,4,2,1,0,2,2,0,3.0,5.0,3.9,3.96,411626,84436,10554500,61
4,1606,40,2.0,2.0,4,4,0,1,2,0,2,2.1,2.4,3.9,2.91,370293,113355,7557000,25
0,1152,80,1.0,1.0,3,0,1,1,0,2,4,3.9,3.0,3.7,3.62,370321,60052,10008685,56
3,1763,79,2.0,1.0,4,0,1,2,2,0,5,4.2,2.8,2.9,3.26,499472,304556,12182240,33
1,1969,76,2.0,1.0,5,3,1,0,2,2,5,4.6,4.4,2.1,3.55,893744,183332,22916500,32
0,994,185,1.0,1.0,3,4,1,2,2,1,1,4.8,2.3,2.8,3.3,266604,14411,7205505,43
5,1566,68,1.0,1.0,4,4,0,2,2,2,3,3.4,4.9,3.7,3.91,347987,145930,11225380,36
2,914,52,1.0,1.0,3,1,1,0,1,1,4,3.1,2.7,3.8,3.15,384331,132114,12010350,21
1,1757,19,1.0,1.0,4,3,0,1,1,1,5,4.8,4.5,2.0,3.605,449901,94716,11839510,43
0,1241,62,2.0,2.0,4,1,0,2,2,2,4,4.2,3.7,3.3,3.65,422756,95120,10568895,48
6,1926,150,3.0,2.0,5,4,0,0,2,1,4,3.8,2.8,4.6,3.59,518512,133332,14814620,57
6,1531,67,2.0,1.0,4,0,0,1,2,2,0,2.6,4.2,4.9,4.01,202360,134907,6745340,30
0,928,126,1.0,1.0,3,0,0,0,0,1,3,4.2,3.5,4.3,4.11,360254,158936,10595700,56
6,1716,113,2.0,1.0,4,2,0,1,2,2,2,4.4,3.5,2.8,3.52,264437,62220,7777550,62
6,1637,192,2.0,1.0,4,0,1,2,0,2,0,3.6,4.7,4.4,4.34,279459,162266,9014800,30
2,1286,103,2.0,1.0,4,3,1,2,0,1,4,2.3,4.7,3.0,3.47,320275,96082,10675820,27
4,1694,61,2.0,2.0,4,0,0,0,1,2,2,3.3,2.1,3.8,3.14,342165,250921,11405500,32
2,770,25,1.0,1.0,2,0,0,0,2,0,3,4.4,3.7,3.6,3.88,325933,98768,9876750,35
6,1677,199,2.0,1.0,4,1,1,1,2,0,0,4.1,3.7,4.3,3.98,336650,132888,8859220,41
0,790,200,1.0,1.0,2,3,0,0,2,0,2,2.7,4.3,2.4,2.87,341531,107338,9758035,47
2,1115,144,1.0,1.0,3,2,1,1,1,2,4,2.9,3.1,4.1,3.34,225140,108067,9005600,50
3,1723,86,2.0,1.0,4,2,0,1,0,2,4,2.3,2.5,2.0,2.24,283987,100769,9160860,39
4,1013,164,1.0,1.0,3,1,0,0,2,1,5,4.1,2.6,5.0,4.01,380440,133154,9511000,42
4,1143,29,1.0,1.0,3,4,0,2,2,1,4,2.6,2.1,2.4,2.37,273568,65418,5947125,61
3,1676,172,2.0,1.0,4,4,1,0,2,2,5,3.0,3.1,2.9,2.99,503078,121958,15244800,25
0,960,166,1.0,1.0,3,2,1,2,1,2,2,3.1,4.4,5.0,4.31,252843,50569,8428090,43
5,1849,150,2.0,1.0,5,4,0,1,2,0,5,2.7,3.3,3.2,3.075,482165,241082,13393470,33
4,850,99,1.0,1.0,2,4,0,1,2,0,0,4.3,4.2,2.3,3.47,189851,58118,3874500,44
2,935,192,1.0,1.0,3,4,1,0,2,1,4,4.1,3.1,2.1,3.1,380474,80707,11529500,35
4,1247,185,1.0,1.0,3,0,1,0,0,0,2,3.0,2.4,4.3,3.34,365772,150612,10758000,44
4,1420,30,2.0,2.0,4,0,0,2,2,0,4,5.0,3.7,2.2,3.49,399608,217968,9082000,20
2,989,1,1.0,1.0,3,1,0,1,0,0,4,2.9,3.8,4.0,3.59,232898,111791,9315900,23
2,1227,143,2.0,1.0,4,3,1,1,2,1,3,3.4,2.2,4.5,3.25,238831,132684,8845600,29
6,1626,102,2.0,1.0,4,3,0,1,1,2,2,2.2,2.2,3.0,2.44,239494,79831,7257400,68
2,787,162,1.0,1.0,2,4,1,0,2,1,5,3.4,4.3,4.4,4.06,311799,182779,10751700,49
6,1576,46,2.0,1.0,4,0,1,1,2,1,3,2.8,2.0,4.2,2.86,316988,171345,8567240,46
4,594,195,1.0,1.0,2,2,0,1,0,1,5,3.9,3.5,4.5,4.02,201723,69011,5308500,56
2,991,105,1.0,1.0,3,1,0,1,2,2,5,2.2,4.8,4.6,3.96,236655,52590,8765000,45
4,684,101,1.0,1.0,2,1,0,1,2,0,0,4.3,3.4,2.3,3.23,184087,50918,3916750,47
6,1717,26,2.0,1.0,4,3,0,1,2,1,2,2.7,2.4,2.1,2.39,221097,58959,7369890,46
0,1195,139,1.0,1.0,3,4,1,2,2,0,1,2.2,2.2,3.8,3.0,327780,28922,9640575,23
2,951,73,1.0,1.0,3,4,0,0,2,0,3,2.0,3.6,2.4,2.76,292230,146115,11239600,22
4,825,200,1.0,1.0,2,3,1,1,1,1,5,2.7,3.0,2.8,2.83,325344,67780,6778000,44
3,2498,153,4.0,2.0,6,4,1,0,2,2,4,3.0,2.3,3.1,2.83,940813,422406,19200260,40
4,830,93,1.0,1.0,2,4,0,1,0,1,2,3.0,3.8,2.2,2.92,169680,93324,4242000,33
